TimeStamp,Date,CountyName,Province,PopulationCensus16,ConfirmedCovidCases,New Cases
1585008000000,24/03/2020,Galway,Connacht,258058,45,5
1585008000000,24/03/2020,Kerry,Munster,147707,38,5
1585008000000,24/03/2020,Kildare,Leinster,222504,39,5
1585008000000,24/03/2020,Kilkenny,Leinster,99232,19,3
1585008000000,24/03/2020,Laois,Leinster,84697,9,0
1585008000000,24/03/2020,Leitrim,Connacht,32044,3,0
1585008000000,24/03/2020,Limerick,Munster,194899,24,5
1585008000000,24/03/2020,Longford,Leinster,40873,3,-1
1585008000000,24/03/2020,Louth,Leinster,128884,20,2
1585008000000,24/03/2020,Mayo,Connacht,130507,14,5
1585008000000,24/03/2020,Meath,Leinster,195044,27,3
1585008000000,24/03/2020,Monaghan,Ulster,61386,3,0
1585008000000,24/03/2020,Offaly,Leinster,77961,16,3
1585008000000,24/03/2020,Roscommon,Connacht,64544,5,2
1585008000000,24/03/2020,Sligo,Connacht,65535,8,0
1585008000000,24/03/2020,Tipperary,Munster,159553,27,7
1585008000000,24/03/2020,Waterford,Munster,116176,22,7
1585008000000,24/03/2020,Westmeath,Leinster,88770,29,4
1585008000000,24/03/2020,Wexford,Leinster,149722,8,1
1585008000000,24/03/2020,Wicklow,Leinster,142425,49,10
1585094400000,25/03/2020,Carlow,Leinster,56932,3,0
1585094400000,25/03/2020,Cavan,Ulster,76176,9,3
1585094400000,25/03/2020,Clare,Munster,118817,26,1
1585094400000,25/03/2020,Cork,Munster,542868,171,17
1585094400000,25/03/2020,Donegal,Ulster,159192,15,3
1585094400000,25/03/2020,Dublin,Leinster,1347359,922,148
1585094400000,25/03/2020,Galway,Connacht,258058,57,12
1585094400000,25/03/2020,Kerry,Munster,147707,44,6
1585094400000,25/03/2020,Kildare,Leinster,222504,45,6
1585094400000,25/03/2020,Kilkenny,Leinster,99232,20,1
1585094400000,25/03/2020,Laois,Leinster,84697,10,1
1585094400000,25/03/2020,Leitrim,Connacht,32044,3,0
1585094400000,25/03/2020,Limerick,Munster,194899,36,12
1585094400000,25/03/2020,Longford,Leinster,40873,5,2
1585094400000,25/03/2020,Louth,Leinster,128884,24,4
1585094400000,25/03/2020,Mayo,Connacht,130507,18,4
1585094400000,25/03/2020,Meath,Leinster,195044,33,6
1585094400000,25/03/2020,Monaghan,Ulster,61386,5,2
1585094400000,25/03/2020,Offaly,Leinster,77961,19,3
1585094400000,25/03/2020,Roscommon,Connacht,64544,7,2
1585094400000,25/03/2020,Sligo,Connacht,65535,8,0
1585094400000,25/03/2020,Tipperary,Munster,159553,34,7
1585094400000,25/03/2020,Waterford,Munster,116176,25,3
1585094400000,25/03/2020,Westmeath,Leinster,88770,39,10
1585094400000,25/03/2020,Wexford,Leinster,149722,9,1
1585094400000,25/03/2020,Wicklow,Leinster,142425,52,3
1585180800000,26/03/2020,Carlow,Leinster,56932,3,0
1585180800000,26/03/2020,Cavan,Ulster,76176,11,2
1585180800000,26/03/2020,Clare,Munster,118817,31,5
1585180800000,26/03/2020,Cork,Munster,542868,184,13
1585180800000,26/03/2020,Donegal,Ulster,159192,15,0
1585180800000,26/03/2020,Dublin,Leinster,1347359,1070,148
1585180800000,26/03/2020,Galway,Connacht,258058,63,6
1585180800000,26/03/2020,Kerry,Munster,147707,47,3
1585180800000,26/03/2020,Kildare,Leinster,222504,56,11
1585180800000,26/03/2020,Kilkenny,Leinster,99232,29,9
1585180800000,26/03/2020,Laois,Leinster,84697,11,1
1585180800000,26/03/2020,Leitrim,Connacht,32044,3,0
1585180800000,26/03/2020,Limerick,Munster,194899,46,10
1585180800000,26/03/2020,Longford,Leinster,40873,5,0
1585180800000,26/03/2020,Louth,Leinster,128884,27,3
1585180800000,26/03/2020,Mayo,Connacht,130507,21,3
1585180800000,26/03/2020,Meath,Leinster,195044,41,8
1585180800000,26/03/2020,Monaghan,Ulster,61386,8,3
1585180800000,26/03/2020,Offaly,Leinster,77961,22,3
1585180800000,26/03/2020,Roscommon,Connacht,64544,8,1
1585180800000,26/03/2020,Sligo,Connacht,65535,10,2
1585180800000,26/03/2020,Tipperary,Munster,159553,44,10
1585180800000,26/03/2020,Waterford,Munster,116176,29,4
1585180800000,26/03/2020,Westmeath,Leinster,88770,52,13
1585180800000,26/03/2020,Wexford,Leinster,149722,10,1
1585180800000,26/03/2020,Wicklow,Leinster,142425,58,6
1585267200000,27/03/2020,Carlow,Leinster,56932,3,0
1585267200000,27/03/2020,Cavan,Ulster,76176,19,8
1585267200000,27/03/2020,Clare,Munster,118817,34,3
1585267200000,27/03/2020,Cork,Munster,542868,208,24
1585267200000,27/03/2020,Donegal,Ulster,159192,24,9
1585267200000,27/03/2020,Dublin,Leinster,1347359,1233,163
1585267200000,27/03/2020,Galway,Connacht,258058,68,5
1585267200000,27/03/2020,Kerry,Munster,147707,53,6
1585267200000,27/03/2020,Kildare,Leinster,222504,61,5
1585267200000,27/03/2020,Kilkenny,Leinster,99232,33,4
1585267200000,27/03/2020,Laois,Leinster,84697,14,3
1585267200000,27/03/2020,Leitrim,Connacht,32044,3,0
1585267200000,27/03/2020,Limerick,Munster,194899,55,9
1585267200000,27/03/2020,Longford,Leinster,40873,10,5
1585267200000,27/03/2020,Louth,Leinster,128884,34,7
1585267200000,27/03/2020,Mayo,Connacht,130507,26,5
1585267200000,27/03/2020,Meath,Leinster,195044,46,5
1585267200000,27/03/2020,Monaghan,Ulster,61386,11,3
1585267200000,27/03/2020,Offaly,Leinster,77961,29,7
1585267200000,27/03/2020,Roscommon,Connacht,64544,10,2
1585267200000,27/03/2020,Sligo,Connacht,65535,12,2
1585267200000,27/03/2020,Tipperary,Munster,159553,53,9
1585267200000,27/03/2020,Waterford,Munster,116176,31,2
1585267200000,27/03/2020,Westmeath,Leinster,88770,67,15
1585267200000,27/03/2020,Wexford,Leinster,149722,12,2
1585267200000,27/03/2020,Wicklow,Leinster,142425,65,7
1585353600000,28/03/2020,Carlow,Leinster,56932,3,0
1585353600000,28/03/2020,Cavan,Ulster,76176,24,5
1585353600000,28/03/2020,Clare,Munster,118817,34,0
1585353600000,28/03/2020,Cork,Munster,542868,217,9
1585353600000,28/03/2020,Donegal,Ulster,159192,36,12
1585353600000,28/03/2020,Dublin,Leinster,1347359,1393,160
1585353600000,28/03/2020,Galway,Connacht,258058,77,9
1585353600000,28/03/2020,Kerry,Munster,147707,60,7
1585353600000,28/03/2020,Kildare,Leinster,222504,64,3
1585353600000,28/03/2020,Kilkenny,Leinster,99232,36,3
1585353600000,28/03/2020,Laois,Leinster,84697,14,0
1585353600000,28/03/2020,Leitrim,Connacht,32044,6,3
1585353600000,28/03/2020,Limerick,Munster,194899,64,9
1585353600000,28/03/2020,Longford,Leinster,40873,10,0
1585353600000,28/03/2020,Louth,Leinster,128884,39,5
1585353600000,28/03/2020,Mayo,Connacht,130507,28,2
1585353600000,28/03/2020,Meath,Leinster,195044,47,1
1585353600000,28/03/2020,Monaghan,Ulster,61386,12,1
1585353600000,28/03/2020,Offaly,Leinster,77961,34,5
1585353600000,28/03/2020,Roscommon,Connacht,64544,10,0
1585353600000,28/03/2020,Sligo,Connacht,65535,19,7
1585353600000,28/03/2020,Tipperary,Munster,159553,62,9
1585353600000,28/03/2020,Waterford,Munster,116176,34,3
1585353600000,28/03/2020,Westmeath,Leinster,88770,70,3
1585353600000,28/03/2020,Wexford,Leinster,149722,12,0
1585353600000,28/03/2020,Wicklow,Leinster,142425,69,4
1585440000000,29/03/2020,Carlow,Leinster,56932,3,0
1585440000000,29/03/2020,Cavan,Ulster,76176,31,7
1585440000000,29/03/2020,Clare,Munster,118817,40,6
1585440000000,29/03/2020,Cork,Munster,542868,238,21
1585440000000,29/03/2020,Donegal,Ulster,159192,46,10
1585440000000,29/03/2020,Dublin,Leinster,1347359,1487,94
1585440000000,29/03/2020,Galway,Connacht,258058,86,9
1585440000000,29/03/2020,Kerry,Munster,147707,66,6
1585440000000,29/03/2020,Kildare,Leinster,222504,66,2
1585440000000,29/03/2020,Kilkenny,Leinster,99232,36,0
1585440000000,29/03/2020,Laois,Leinster,84697,15,1
1585440000000,29/03/2020,Leitrim,Connacht,32044,6,0
1585440000000,29/03/2020,Limerick,Munster,194899,67,3
1585440000000,29/03/2020,Longford,Leinster,40873,10,0
1585440000000,29/03/2020,Louth,Leinster,128884,44,5
1585440000000,29/03/2020,Mayo,Connacht,130507,36,8
1585440000000,29/03/2020,Meath,Leinster,195044,54,7
1585440000000,29/03/2020,Monaghan,Ulster,61386,13,1
1585440000000,29/03/2020,Offaly,Leinster,77961,34,0
1585440000000,29/03/2020,Roscommon,Connacht,64544,10,0
1585440000000,29/03/2020,Sligo,Connacht,65535,19,0
1585440000000,29/03/2020,Tipperary,Munster,159553,71,9
1585440000000,29/03/2020,Waterford,Munster,116176,33,-1
1585440000000,29/03/2020,Westmeath,Leinster,88770,77,7
1585440000000,29/03/2020,Wexford,Leinster,149722,15,3
1585440000000,29/03/2020,Wicklow,Leinster,142425,73,4
1585526400000,30/03/2020,Carlow,Leinster,56932,3,0
1585526400000,30/03/2020,Cavan,Ulster,76176,36,5
1585526400000,30/03/2020,Clare,Munster,118817,45,5
1585526400000,30/03/2020,Cork,Munster,542868,255,17
1585526400000,30/03/2020,Donegal,Ulster,159192,63,17
1585526400000,30/03/2020,Dublin,Leinster,1347359,1645,158
1585526400000,30/03/2020,Galway,Connacht,258058,88,2
1585526400000,30/03/2020,Kerry,Munster,147707,68,2
1585526400000,30/03/2020,Kildare,Leinster,222504,80,14
1585526400000,30/03/2020,Kilkenny,Leinster,99232,37,1
1585526400000,30/03/2020,Laois,Leinster,84697,16,1
1585526400000,30/03/2020,Leitrim,Connacht,32044,10,4
1585526400000,30/03/2020,Limerick,Munster,194899,87,20
1585526400000,30/03/2020,Longford,Leinster,40873,12,2
1585526400000,30/03/2020,Louth,Leinster,128884,51,7
1585526400000,30/03/2020,Mayo,Connacht,130507,48,12
1585526400000,30/03/2020,Meath,Leinster,195044,66,12
1585526400000,30/03/2020,Monaghan,Ulster,61386,13,0
1585526400000,30/03/2020,Offaly,Leinster,77961,40,6
1585526400000,30/03/2020,Roscommon,Connacht,64544,10,0
1585526400000,30/03/2020,Sligo,Connacht,65535,22,3
1585526400000,30/03/2020,Tipperary,Munster,159553,85,14
1585526400000,30/03/2020,Waterford,Munster,116176,37,4
1585526400000,30/03/2020,Westmeath,Leinster,88770,80,3
1585526400000,30/03/2020,Wexford,Leinster,149722,15,0
1585526400000,30/03/2020,Wicklow,Leinster,142425,77,4
1585612800000,31/03/2020,Carlow,Leinster,56932,3,0
1585612800000,31/03/2020,Cavan,Ulster,76176,39,3
1585612800000,31/03/2020,Clare,Munster,118817,49,4
1585612800000,31/03/2020,Cork,Munster,542868,272,17
1585612800000,31/03/2020,Donegal,Ulster,159192,68,5
1585612800000,31/03/2020,Dublin,Leinster,1347359,1838,193
1585612800000,31/03/2020,Galway,Connacht,258058,91,3
1585612800000,31/03/2020,Kerry,Munster,147707,72,4
1585612800000,31/03/2020,Kildare,Leinster,222504,90,10
1585612800000,31/03/2020,Kilkenny,Leinster,99232,37,0
1585612800000,31/03/2020,Laois,Leinster,84697,16,0
1585612800000,31/03/2020,Leitrim,Connacht,32044,12,2
1585612800000,31/03/2020,Limerick,Munster,194899,94,7
1585612800000,31/03/2020,Longford,Leinster,40873,14,2
1585612800000,31/03/2020,Louth,Leinster,128884,52,1
1585612800000,31/03/2020,Mayo,Connacht,130507,52,4
1585612800000,31/03/2020,Meath,Leinster,195044,74,8
1585612800000,31/03/2020,Monaghan,Ulster,61386,17,4
1585612800000,31/03/2020,Offaly,Leinster,77961,46,6
1585612800000,31/03/2020,Roscommon,Connacht,64544,10,0
1585612800000,31/03/2020,Sligo,Connacht,65535,25,3
1585612800000,31/03/2020,Tipperary,Munster,159553,91,6
1585612800000,31/03/2020,Waterford,Munster,116176,38,1
1585612800000,31/03/2020,Westmeath,Leinster,88770,81,1
1585612800000,31/03/2020,Wexford,Leinster,149722,16,1
1585612800000,31/03/2020,Wicklow,Leinster,142425,84,7
1585699200000,01/04/2020,Carlow,Leinster,56932,3,0
1585699200000,01/04/2020,Cavan,Ulster,76176,41,2
1585699200000,01/04/2020,Clare,Munster,118817,50,1
1585699200000,01/04/2020,Cork,Munster,542868,292,20
1585699200000,01/04/2020,Donegal,Ulster,159192,77,9
1585699200000,01/04/2020,Dublin,Leinster,1347359,2077,239
1585699200000,01/04/2020,Galway,Connacht,258058,98,7
1585699200000,01/04/2020,Kerry,Munster,147707,79,7
1585699200000,01/04/2020,Kildare,Leinster,222504,103,13
1585699200000,01/04/2020,Kilkenny,Leinster,99232,47,10
1585699200000,01/04/2020,Laois,Leinster,84697,16,0
1585699200000,01/04/2020,Leitrim,Connacht,32044,12,0
1585699200000,01/04/2020,Limerick,Munster,194899,96,2
1585699200000,01/04/2020,Longford,Leinster,40873,16,2
1585699200000,01/04/2020,Louth,Leinster,128884,54,2
1585699200000,01/04/2020,Mayo,Connacht,130507,55,3
1585699200000,01/04/2020,Meath,Leinster,195044,88,14
1585699200000,01/04/2020,Monaghan,Ulster,61386,18,1
1585699200000,01/04/2020,Offaly,Leinster,77961,47,1
1585699200000,01/04/2020,Roscommon,Connacht,64544,13,3
1585699200000,01/04/2020,Sligo,Connacht,65535,26,1
1585699200000,01/04/2020,Tipperary,Munster,159553,94,3
1585699200000,01/04/2020,Waterford,Munster,116176,43,5
1585699200000,01/04/2020,Westmeath,Leinster,88770,86,5
1585699200000,01/04/2020,Wexford,Leinster,149722,18,2
1585699200000,01/04/2020,Wicklow,Leinster,142425,105,21
1585785600000,02/04/2020,Carlow,Leinster,56932,6,3
1585785600000,02/04/2020,Cavan,Ulster,76176,67,26
1585785600000,02/04/2020,Clare,Munster,118817,54,4
1585785600000,02/04/2020,Cork,Munster,542868,304,12
1585785600000,02/04/2020,Donegal,Ulster,159192,80,3
1585785600000,02/04/2020,Dublin,Leinster,1347359,2251,174
1585785600000,02/04/2020,Galway,Connacht,258058,105,7
1585785600000,02/04/2020,Kerry,Munster,147707,84,5
1585785600000,02/04/2020,Kildare,Leinster,222504,136,33
1585785600000,02/04/2020,Kilkenny,Leinster,99232,54,7
1585785600000,02/04/2020,Laois,Leinster,84697,21,5
1585785600000,02/04/2020,Leitrim,Connacht,32044,13,1
1585785600000,02/04/2020,Limerick,Munster,194899,116,20
1585785600000,02/04/2020,Longford,Leinster,40873,17,1
1585785600000,02/04/2020,Louth,Leinster,128884,55,1
1585785600000,02/04/2020,Mayo,Connacht,130507,63,8
1585785600000,02/04/2020,Meath,Leinster,195044,93,5
1585785600000,02/04/2020,Monaghan,Ulster,61386,20,2
1585785600000,02/04/2020,Offaly,Leinster,77961,63,16
1585785600000,02/04/2020,Roscommon,Connacht,64544,13,0
1585785600000,02/04/2020,Sligo,Connacht,65535,27,1
1585785600000,02/04/2020,Tipperary,Munster,159553,105,11
1585785600000,02/04/2020,Waterford,Munster,116176,43,0
1585785600000,02/04/2020,Westmeath,Leinster,88770,92,6
1585785600000,02/04/2020,Wexford,Leinster,149722,20,2
1585785600000,02/04/2020,Wicklow,Leinster,142425,112,7
1585872000000,03/04/2020,Carlow,Leinster,56932,12,6
1585872000000,03/04/2020,Cavan,Ulster,76176,76,9
1585872000000,03/04/2020,Clare,Munster,118817,54,0
1585872000000,03/04/2020,Cork,Munster,542868,343,39
1585872000000,03/04/2020,Donegal,Ulster,159192,81,1
1585872000000,03/04/2020,Dublin,Leinster,1347359,2490,239
1585872000000,03/04/2020,Galway,Connacht,258058,108,3
1585872000000,03/04/2020,Kerry,Munster,147707,85,1
1585872000000,03/04/2020,Kildare,Leinster,222504,152,16
1585872000000,03/04/2020,Kilkenny,Leinster,99232,73,19
1585872000000,03/04/2020,Laois,Leinster,84697,22,1
1585872000000,03/04/2020,Leitrim,Connacht,32044,13,0
1585872000000,03/04/2020,Limerick,Munster,194899,128,12
1585872000000,03/04/2020,Longford,Leinster,40873,17,0
1585872000000,03/04/2020,Louth,Leinster,128884,64,9
1585872000000,03/04/2020,Mayo,Connacht,130507,78,15
1585872000000,03/04/2020,Meath,Leinster,195044,106,13
1585872000000,03/04/2020,Monaghan,Ulster,61386,23,3
1585872000000,03/04/2020,Offaly,Leinster,77961,64,1
1585872000000,03/04/2020,Roscommon,Connacht,64544,15,2
1585872000000,03/04/2020,Sligo,Connacht,65535,28,1
1585872000000,03/04/2020,Tipperary,Munster,159553,118,13
1585872000000,03/04/2020,Waterford,Munster,116176,46,3
1585872000000,03/04/2020,Westmeath,Leinster,88770,94,2
1585872000000,03/04/2020,Wexford,Leinster,149722,21,1
1585872000000,03/04/2020,Wicklow,Leinster,142425,132,20
1585958400000,04/04/2020,Carlow,Leinster,56932,12,0
1585958400000,04/04/2020,Cavan,Ulster,76176,115,39
1585958400000,04/04/2020,Clare,Munster,118817,60,6
1585958400000,04/04/2020,Cork,Munster,542868,362,19
1585958400000,04/04/2020,Donegal,Ulster,159192,103,22
1585958400000,04/04/2020,Dublin,Leinster,1347359,2692,202
1585958400000,04/04/2020,Galway,Connacht,258058,112,4
1585958400000,04/04/2020,Kerry,Munster,147707,89,4
1585958400000,04/04/2020,Kildare,Leinster,222504,175,23
1585958400000,04/04/2020,Kilkenny,Leinster,99232,75,2
1585958400000,04/04/2020,Laois,Leinster,84697,25,3
1585958400000,04/04/2020,Leitrim,Connacht,32044,14,1
1585958400000,04/04/2020,Limerick,Munster,194899,140,12
1585958400000,04/04/2020,Longford,Leinster,40873,21,4
1585958400000,04/04/2020,Louth,Leinster,128884,65,1
1585958400000,04/04/2020,Mayo,Connacht,130507,107,29
1585958400000,04/04/2020,Meath,Leinster,195044,141,35
1585958400000,04/04/2020,Monaghan,Ulster,61386,52,29
1585958400000,04/04/2020,Offaly,Leinster,77961,66,2
1585958400000,04/04/2020,Roscommon,Connacht,64544,18,3
1585958400000,04/04/2020,Sligo,Connacht,65535,28,0
1585958400000,04/04/2020,Tipperary,Munster,159553,125,7
1585958400000,04/04/2020,Waterford,Munster,116176,49,3
1585958400000,04/04/2020,Westmeath,Leinster,88770,107,13
1585958400000,04/04/2020,Wexford,Leinster,149722,21,0
1585958400000,04/04/2020,Wicklow,Leinster,142425,142,10
1586044800000,05/04/2020,Carlow,Leinster,56932,12,0
1586044800000,05/04/2020,Cavan,Ulster,76176,123,8
1586044800000,05/04/2020,Clare,Munster,118817,65,5
1586044800000,05/04/2020,Cork,Munster,542868,421,59
1586044800000,05/04/2020,Donegal,Ulster,159192,114,11
1586044800000,05/04/2020,Dublin,Leinster,1347359,3061,369
1586044800000,05/04/2020,Galway,Connacht,258058,128,16
1586044800000,05/04/2020,Kerry,Munster,147707,117,28
1586044800000,05/04/2020,Kildare,Leinster,222504,200,25
1586044800000,05/04/2020,Kilkenny,Leinster,99232,79,4
1586044800000,05/04/2020,Laois,Leinster,84697,31,6
1586044800000,05/04/2020,Leitrim,Connacht,32044,18,4
1586044800000,05/04/2020,Limerick,Munster,194899,143,3
1586044800000,05/04/2020,Longford,Leinster,40873,25,4
1586044800000,05/04/2020,Louth,Leinster,128884,85,20
1586044800000,05/04/2020,Mayo,Connacht,130507,126,19
1586044800000,05/04/2020,Meath,Leinster,195044,168,27
1586044800000,05/04/2020,Monaghan,Ulster,61386,58,6
1586044800000,05/04/2020,Offaly,Leinster,77961,73,7
1586044800000,05/04/2020,Roscommon,Connacht,64544,22,4
1586044800000,05/04/2020,Sligo,Connacht,65535,28,0
1586044800000,05/04/2020,Tipperary,Munster,159553,133,8
1586044800000,05/04/2020,Waterford,Munster,116176,49,0
1586044800000,05/04/2020,Westmeath,Leinster,88770,121,14
1586044800000,05/04/2020,Wexford,Leinster,149722,22,1
1586044800000,05/04/2020,Wicklow,Leinster,142425,171,29
1586131200000,06/04/2020,Carlow,Leinster,56932,15,3
1586131200000,06/04/2020,Cavan,Ulster,76176,129,6
1586131200000,06/04/2020,Clare,Munster,118817,66,1
1586131200000,06/04/2020,Cork,Munster,542868,431,10
1586131200000,06/04/2020,Donegal,Ulster,159192,120,6
1586131200000,06/04/2020,Dublin,Leinster,1347359,3268,207
1586131200000,06/04/2020,Galway,Connacht,258058,134,6
1586131200000,06/04/2020,Kerry,Munster,147707,122,5
1586131200000,06/04/2020,Kildare,Leinster,222504,233,33
1586131200000,06/04/2020,Kilkenny,Leinster,99232,88,9
1586131200000,06/04/2020,Laois,Leinster,84697,34,3
1586131200000,06/04/2020,Leitrim,Connacht,32044,20,2
1586131200000,06/04/2020,Limerick,Munster,194899,160,17
1586131200000,06/04/2020,Longford,Leinster,40873,35,10
1586131200000,06/04/2020,Louth,Leinster,128884,96,11
1586131200000,06/04/2020,Mayo,Connacht,130507,130,4
1586131200000,06/04/2020,Meath,Leinster,195044,183,15
1586131200000,06/04/2020,Monaghan,Ulster,61386,62,4
1586131200000,06/04/2020,Offaly,Leinster,77961,77,4
1586131200000,06/04/2020,Roscommon,Connacht,64544,22,0
1586131200000,06/04/2020,Sligo,Connacht,65535,28,0
1586131200000,06/04/2020,Tipperary,Munster,159553,137,4
1586131200000,06/04/2020,Waterford,Munster,116176,52,3
1586131200000,06/04/2020,Westmeath,Leinster,88770,134,13
1586131200000,06/04/2020,Wexford,Leinster,149722,24,2
1586131200000,06/04/2020,Wicklow,Leinster,142425,181,10
1586217600000,07/04/2020,Carlow,Leinster,56932,16,1
1586217600000,07/04/2020,Cavan,Ulster,76176,132,3
1586217600000,07/04/2020,Clare,Munster,118817,68,2
1586217600000,07/04/2020,Cork,Munster,542868,472,41
1586217600000,07/04/2020,Donegal,Ulster,159192,125,5
1586217600000,07/04/2020,Dublin,Leinster,1347359,3557,289
1586217600000,07/04/2020,Galway,Connacht,258058,134,0
1586217600000,07/04/2020,Kerry,Munster,147707,125,3
1586217600000,07/04/2020,Kildare,Leinster,222504,253,20
1586217600000,07/04/2020,Kilkenny,Leinster,99232,90,2
1586217600000,07/04/2020,Laois,Leinster,84697,37,3
1586217600000,07/04/2020,Leitrim,Connacht,32044,23,3
1586217600000,07/04/2020,Limerick,Munster,194899,173,13
1586217600000,07/04/2020,Longford,Leinster,40873,36,1
1586217600000,07/04/2020,Louth,Leinster,128884,106,10
1586217600000,07/04/2020,Mayo,Connacht,130507,134,4
1586217600000,07/04/2020,Meath,Leinster,195044,198,15
1586217600000,07/04/2020,Monaghan,Ulster,61386,63,1
1586217600000,07/04/2020,Offaly,Leinster,77961,81,4
1586217600000,07/04/2020,Roscommon,Connacht,64544,22,0
1586217600000,07/04/2020,Sligo,Connacht,65535,28,0
1586217600000,07/04/2020,Tipperary,Munster,159553,140,3
1586217600000,07/04/2020,Waterford,Munster,116176,56,4
