TimeStamp,Date,CountyName,Province,PopulationCensus16,ConfirmedCovidCases,NewCases,3DayAvg,7DayAvg
1586044800000,05/04/2020,Longford,Leinster,40873,25,4,3,2
1586044800000,05/04/2020,Louth,Leinster,128884,85,20,10,6
1586044800000,05/04/2020,Mayo,Connacht,130507,126,19,21,13
1586044800000,05/04/2020,Meath,Leinster,195044,168,27,25,16
1586044800000,05/04/2020,Monaghan,Ulster,61386,58,6,13,6
1586044800000,05/04/2020,Offaly,Leinster,77961,73,7,3,6
1586044800000,05/04/2020,Roscommon,Connacht,64544,22,4,3,2
1586044800000,05/04/2020,Sligo,Connacht,65535,28,0,0,1
1586044800000,05/04/2020,Tipperary,Munster,159553,133,8,9,9
1586044800000,05/04/2020,Waterford,Munster,116176,49,0,2,2
1586044800000,05/04/2020,Westmeath,Leinster,88770,121,14,10,6
1586044800000,05/04/2020,Wexford,Leinster,149722,22,1,1,1
1586044800000,05/04/2020,Wicklow,Leinster,142425,171,29,20,14
1586131200000,06/04/2020,Carlow,Leinster,56932,15,3,1,2
1586131200000,06/04/2020,Cavan,Ulster,76176,129,6,18,13
1586131200000,06/04/2020,Clare,Munster,118817,66,1,4,3
1586131200000,06/04/2020,Cork,Munster,542868,431,10,29,25
1586131200000,06/04/2020,Donegal,Ulster,159192,120,6,13,8
1586131200000,06/04/2020,Dublin,Leinster,1347359,3268,207,259,232
1586131200000,06/04/2020,Galway,Connacht,258058,134,6,9,7
1586131200000,06/04/2020,Kerry,Munster,147707,122,5,12,8
1586131200000,06/04/2020,Kildare,Leinster,222504,233,33,27,22
1586131200000,06/04/2020,Kilkenny,Leinster,99232,88,9,5,7
1586131200000,06/04/2020,Laois,Leinster,84697,34,3,4,3
1586131200000,06/04/2020,Leitrim,Connacht,32044,20,2,2,1
1586131200000,06/04/2020,Limerick,Munster,194899,160,17,11,10
1586131200000,06/04/2020,Longford,Leinster,40873,35,10,6,3
1586131200000,06/04/2020,Louth,Leinster,128884,96,11,11,6
1586131200000,06/04/2020,Mayo,Connacht,130507,130,4,17,12
1586131200000,06/04/2020,Meath,Leinster,195044,183,15,26,17
1586131200000,06/04/2020,Monaghan,Ulster,61386,62,4,13,7
1586131200000,06/04/2020,Offaly,Leinster,77961,77,4,4,5
1586131200000,06/04/2020,Roscommon,Connacht,64544,22,0,2,2
1586131200000,06/04/2020,Sligo,Connacht,65535,28,0,0,1
1586131200000,06/04/2020,Tipperary,Munster,159553,137,4,6,7
1586131200000,06/04/2020,Waterford,Munster,116176,52,3,2,2
1586131200000,06/04/2020,Westmeath,Leinster,88770,134,13,13,8
1586131200000,06/04/2020,Wexford,Leinster,149722,24,2,1,1
1586131200000,06/04/2020,Wicklow,Leinster,142425,181,10,16,15
1586217600000,07/04/2020,Carlow,Leinster,56932,16,1,1,2
1586217600000,07/04/2020,Cavan,Ulster,76176,132,3,6,13
1586217600000,07/04/2020,Clare,Munster,118817,68,2,3,3
1586217600000,07/04/2020,Cork,Munster,542868,472,41,37,29
1586217600000,07/04/2020,Donegal,Ulster,159192,125,5,7,8
1586217600000,07/04/2020,Dublin,Leinster,1347359,3557,289,288,246
1586217600000,07/04/2020,Galway,Connacht,258058,134,0,7,6
1586217600000,07/04/2020,Kerry,Munster,147707,125,3,12,8
1586217600000,07/04/2020,Kildare,Leinster,222504,253,20,26,23
1586217600000,07/04/2020,Kilkenny,Leinster,99232,90,2,5,8
1586217600000,07/04/2020,Laois,Leinster,84697,37,3,4,3
1586217600000,07/04/2020,Leitrim,Connacht,32044,23,3,3,2
1586217600000,07/04/2020,Limerick,Munster,194899,173,13,11,11
1586217600000,07/04/2020,Longford,Leinster,40873,36,1,5,3
1586217600000,07/04/2020,Louth,Leinster,128884,106,10,14,8
1586217600000,07/04/2020,Mayo,Connacht,130507,134,4,9,12
1586217600000,07/04/2020,Meath,Leinster,195044,198,15,19,18
1586217600000,07/04/2020,Monaghan,Ulster,61386,63,1,4,7
1586217600000,07/04/2020,Offaly,Leinster,77961,81,4,5,5
1586217600000,07/04/2020,Roscommon,Connacht,64544,22,0,1,2
1586217600000,07/04/2020,Sligo,Connacht,65535,28,0,0,0
1586217600000,07/04/2020,Tipperary,Munster,159553,140,3,5,7
1586217600000,07/04/2020,Waterford,Munster,116176,56,4,2,3
1586217600000,07/04/2020,Westmeath,Leinster,88770,142,8,12,9
1586217600000,07/04/2020,Wexford,Leinster,149722,26,2,2,1
1586217600000,07/04/2020,Wicklow,Leinster,142425,207,26,22,18
1586304000000,08/04/2020,Carlow,Leinster,56932,19,3,2,2
1586304000000,08/04/2020,Cavan,Ulster,76176,151,19,9,16
1586304000000,08/04/2020,Clare,Munster,118817,69,1,1,3
1586304000000,08/04/2020,Cork,Munster,542868,503,31,27,30
1586304000000,08/04/2020,Donegal,Ulster,159192,145,20,10,10
1586304000000,08/04/2020,Dublin,Leinster,1347359,3873,316,271,257
1586304000000,08/04/2020,Galway,Connacht,258058,160,26,11,9
1586304000000,08/04/2020,Kerry,Munster,147707,145,20,9,9
1586304000000,08/04/2020,Kildare,Leinster,222504,290,37,30,27
1586304000000,08/04/2020,Kilkenny,Leinster,99232,96,6,6,7
1586304000000,08/04/2020,Laois,Leinster,84697,49,12,6,5
1586304000000,08/04/2020,Leitrim,Connacht,32044,25,2,2,2
1586304000000,08/04/2020,Limerick,Munster,194899,186,13,14,13
1586304000000,08/04/2020,Longford,Leinster,40873,41,5,5,4
1586304000000,08/04/2020,Louth,Leinster,128884,116,10,10,9
1586304000000,08/04/2020,Mayo,Connacht,130507,153,19,9,14
1586304000000,08/04/2020,Meath,Leinster,195044,206,8,13,17
1586304000000,08/04/2020,Monaghan,Ulster,61386,69,6,4,7
1586304000000,08/04/2020,Offaly,Leinster,77961,88,7,5,6
1586304000000,08/04/2020,Roscommon,Connacht,64544,26,4,1,2
1586304000000,08/04/2020,Sligo,Connacht,65535,31,3,1,1
1586304000000,08/04/2020,Tipperary,Munster,159553,151,11,6,8
1586304000000,08/04/2020,Waterford,Munster,116176,60,4,4,2
1586304000000,08/04/2020,Westmeath,Leinster,88770,152,10,10,9
1586304000000,08/04/2020,Wexford,Leinster,149722,30,4,3,2
1586304000000,08/04/2020,Wicklow,Leinster,142425,237,30,22,19
1586390400000,09/04/2020,Carlow,Leinster,56932,22,3,2,2
1586390400000,09/04/2020,Cavan,Ulster,76176,169,18,13,15
1586390400000,09/04/2020,Clare,Munster,118817,85,16,6,4
1586390400000,09/04/2020,Cork,Munster,542868,581,78,50,40
1586390400000,09/04/2020,Donegal,Ulster,159192,167,22,16,12
1586390400000,09/04/2020,Dublin,Leinster,1347359,4156,283,296,272
1586390400000,09/04/2020,Galway,Connacht,258058,169,9,12,9
1586390400000,09/04/2020,Kerry,Munster,147707,155,10,11,10
1586390400000,09/04/2020,Kildare,Leinster,222504,332,42,33,28
1586390400000,09/04/2020,Kilkenny,Leinster,99232,115,19,9,9
1586390400000,09/04/2020,Laois,Leinster,84697,61,12,9,6
1586390400000,09/04/2020,Leitrim,Connacht,32044,31,6,4,3
1586390400000,09/04/2020,Limerick,Munster,194899,222,36,21,15
1586390400000,09/04/2020,Longford,Leinster,40873,45,4,3,4
1586390400000,09/04/2020,Louth,Leinster,128884,133,17,12,11
1586390400000,09/04/2020,Mayo,Connacht,130507,168,15,13,15
1586390400000,09/04/2020,Meath,Leinster,195044,230,24,16,20
1586390400000,09/04/2020,Monaghan,Ulster,61386,81,12,6,9
1586390400000,09/04/2020,Offaly,Leinster,77961,104,16,9,6
1586390400000,09/04/2020,Roscommon,Connacht,64544,27,1,2,2
1586390400000,09/04/2020,Sligo,Connacht,65535,39,8,4,2
1586390400000,09/04/2020,Tipperary,Munster,159553,166,15,10,9
1586390400000,09/04/2020,Waterford,Munster,116176,63,3,4,3
1586390400000,09/04/2020,Westmeath,Leinster,88770,181,29,16,13
1586390400000,09/04/2020,Wexford,Leinster,149722,39,9,5,3
1586390400000,09/04/2020,Wicklow,Leinster,142425,246,9,22,19
1586476800000,10/04/2020,Carlow,Leinster,56932,32,10,5,3
1586476800000,10/04/2020,Cavan,Ulster,76176,210,41,26,19
1586476800000,10/04/2020,Clare,Munster,118817,88,3,7,5
1586476800000,10/04/2020,Cork,Munster,542868,648,67,59,44
1586476800000,10/04/2020,Donegal,Ulster,159192,188,21,21,15
1586476800000,10/04/2020,Dublin,Leinster,1347359,4514,358,319,289
1586476800000,10/04/2020,Galway,Connacht,258058,178,9,15,10
1586476800000,10/04/2020,Kerry,Munster,147707,170,15,15,12
1586476800000,10/04/2020,Kildare,Leinster,222504,360,28,36,30
1586476800000,10/04/2020,Kilkenny,Leinster,99232,124,9,11,7
1586476800000,10/04/2020,Laois,Leinster,84697,71,10,11,7
1586476800000,10/04/2020,Leitrim,Connacht,32044,32,1,3,3
1586476800000,10/04/2020,Limerick,Munster,194899,234,12,20,15
1586476800000,10/04/2020,Longford,Leinster,40873,49,4,4,5
1586476800000,10/04/2020,Louth,Leinster,128884,143,10,12,11
1586476800000,10/04/2020,Mayo,Connacht,130507,183,15,16,15
1586476800000,10/04/2020,Meath,Leinster,195044,249,19,17,20
1586476800000,10/04/2020,Monaghan,Ulster,61386,88,7,8,9
1586476800000,10/04/2020,Offaly,Leinster,77961,119,15,13,8
1586476800000,10/04/2020,Roscommon,Connacht,64544,31,4,3,2
1586476800000,10/04/2020,Sligo,Connacht,65535,45,6,6,2
1586476800000,10/04/2020,Tipperary,Munster,159553,175,9,12,8
1586476800000,10/04/2020,Waterford,Munster,116176,67,4,4,3
1586476800000,10/04/2020,Westmeath,Leinster,88770,192,11,17,14
1586476800000,10/04/2020,Wexford,Leinster,149722,43,4,6,3
1586476800000,10/04/2020,Wicklow,Leinster,142425,263,17,19,19
1586563200000,11/04/2020,Carlow,Leinster,56932,38,6,6,4
1586563200000,11/04/2020,Cavan,Ulster,76176,222,12,24,15
1586563200000,11/04/2020,Clare,Munster,118817,98,10,10,5
1586563200000,11/04/2020,Cork,Munster,542868,730,82,76,53
1586563200000,11/04/2020,Donegal,Ulster,159192,225,37,27,17
1586563200000,11/04/2020,Dublin,Leinster,1347359,5006,492,378,331
1586563200000,11/04/2020,Galway,Connacht,258058,197,19,12,12
1586563200000,11/04/2020,Kerry,Munster,147707,200,30,18,16
1586563200000,11/04/2020,Kildare,Leinster,222504,404,44,38,33
1586563200000,11/04/2020,Kilkenny,Leinster,99232,136,12,13,9
1586563200000,11/04/2020,Laois,Leinster,84697,88,17,13,9
1586563200000,11/04/2020,Leitrim,Connacht,32044,32,0,2,3
1586563200000,11/04/2020,Limerick,Munster,194899,252,18,22,16
1586563200000,11/04/2020,Longford,Leinster,40873,56,7,5,5
1586563200000,11/04/2020,Louth,Leinster,128884,195,52,26,19
1586563200000,11/04/2020,Mayo,Connacht,130507,194,11,14,12
1586563200000,11/04/2020,Meath,Leinster,195044,289,40,28,21
1586563200000,11/04/2020,Monaghan,Ulster,61386,95,7,9,6
1586563200000,11/04/2020,Offaly,Leinster,77961,133,14,15,10
1586563200000,11/04/2020,Roscommon,Connacht,64544,39,8,4,3
1586563200000,11/04/2020,Sligo,Connacht,65535,45,0,5,2
1586563200000,11/04/2020,Tipperary,Munster,159553,200,25,16,11
1586563200000,11/04/2020,Waterford,Munster,116176,73,6,4,3
1586563200000,11/04/2020,Westmeath,Leinster,88770,213,21,20,15
1586563200000,11/04/2020,Wexford,Leinster,149722,52,9,7,4
1586563200000,11/04/2020,Wicklow,Leinster,142425,272,9,12,19
1586649600000,12/04/2020,Carlow,Leinster,56932,44,6,7,5
1586649600000,12/04/2020,Cavan,Ulster,76176,245,23,25,17
1586649600000,12/04/2020,Clare,Munster,118817,106,8,7,6
1586649600000,12/04/2020,Cork,Munster,542868,780,50,66,51
1586649600000,12/04/2020,Donegal,Ulster,159192,264,39,32,21
1586649600000,12/04/2020,Dublin,Leinster,1347359,5438,432,427,340
1586649600000,12/04/2020,Galway,Connacht,258058,220,23,17,13
1586649600000,12/04/2020,Kerry,Munster,147707,219,19,21,15
1586649600000,12/04/2020,Kildare,Leinster,222504,443,39,37,35
1586649600000,12/04/2020,Kilkenny,Leinster,99232,144,8,10,9
1586649600000,12/04/2020,Laois,Leinster,84697,101,13,13,10
1586649600000,12/04/2020,Leitrim,Connacht,32044,36,4,2,3
1586649600000,12/04/2020,Limerick,Munster,194899,265,13,14,17
1586649600000,12/04/2020,Longford,Leinster,40873,58,2,4,5
1586649600000,12/04/2020,Louth,Leinster,128884,208,13,25,18
1586649600000,12/04/2020,Mayo,Connacht,130507,198,4,10,10
1586649600000,12/04/2020,Meath,Leinster,195044,342,53,37,25
1586649600000,12/04/2020,Monaghan,Ulster,61386,123,28,14,9
1586649600000,12/04/2020,Offaly,Leinster,77961,144,11,13,10
1586649600000,12/04/2020,Roscommon,Connacht,64544,48,9,7,4
1586649600000,12/04/2020,Sligo,Connacht,65535,52,7,4,3
1586649600000,12/04/2020,Tipperary,Munster,159553,219,19,18,12
1586649600000,12/04/2020,Waterford,Munster,116176,81,8,6,5
1586649600000,12/04/2020,Westmeath,Leinster,88770,234,21,18,16
1586649600000,12/04/2020,Wexford,Leinster,149722,56,4,6,5
1586649600000,12/04/2020,Wicklow,Leinster,142425,317,45,24,21
1586736000000,13/04/2020,Carlow,Leinster,56932,53,9,7,5
1586736000000,13/04/2020,Cavan,Ulster,76176,254,9,15,18
1586736000000,13/04/2020,Clare,Munster,118817,113,7,8,7
1586736000000,13/04/2020,Cork,Munster,542868,829,49,60,57
1586736000000,13/04/2020,Donegal,Ulster,159192,296,32,36,25
1586736000000,13/04/2020,Dublin,Leinster,1347359,5850,412,445,369
1586736000000,13/04/2020,Galway,Connacht,258058,237,17,20,15
1586736000000,13/04/2020,Kerry,Munster,147707,226,7,19,15
1586736000000,13/04/2020,Kildare,Leinster,222504,509,66,50,39
1586736000000,13/04/2020,Kilkenny,Leinster,99232,164,20,13,11
1586736000000,13/04/2020,Laois,Leinster,84697,118,17,16,12
1586736000000,13/04/2020,Leitrim,Connacht,32044,40,4,3,3
1586736000000,13/04/2020,Limerick,Munster,194899,285,20,17,18
1586736000000,13/04/2020,Longford,Leinster,40873,69,11,7,5
1586736000000,13/04/2020,Louth,Leinster,128884,236,28,31,20
1586736000000,13/04/2020,Mayo,Connacht,130507,216,18,11,12
1586736000000,13/04/2020,Meath,Leinster,195044,369,27,40,27
1586736000000,13/04/2020,Monaghan,Ulster,61386,147,24,20,12
1586736000000,13/04/2020,Offaly,Leinster,77961,150,6,10,10
1586736000000,13/04/2020,Roscommon,Connacht,64544,50,2,6,4
1586736000000,13/04/2020,Sligo,Connacht,65535,62,10,6,5
1586736000000,13/04/2020,Tipperary,Munster,159553,237,18,21,14
1586736000000,13/04/2020,Waterford,Munster,116176,90,9,8,5
1586736000000,13/04/2020,Westmeath,Leinster,88770,258,24,22,18
1586736000000,13/04/2020,Wexford,Leinster,149722,61,5,6,5
1586736000000,13/04/2020,Wicklow,Leinster,142425,342,25,26,23
1586822400000,14/04/2020,Carlow,Leinster,56932,59,6,7,6
1586822400000,14/04/2020,Cavan,Ulster,76176,310,56,29,25
1586822400000,14/04/2020,Clare,Munster,118817,119,6,7,7
1586822400000,14/04/2020,Cork,Munster,542868,916,87,62,63
1586822400000,14/04/2020,Donegal,Ulster,159192,320,24,32,28
1586822400000,14/04/2020,Dublin,Leinster,1347359,6337,487,444,397
1586822400000,14/04/2020,Galway,Connacht,258058,260,23,21,18
1586822400000,14/04/2020,Kerry,Munster,147707,246,20,15,17
1586822400000,14/04/2020,Kildare,Leinster,222504,567,58,54,45
1586822400000,14/04/2020,Kilkenny,Leinster,99232,173,9,12,12
1586822400000,14/04/2020,Laois,Leinster,84697,133,15,15,14
1586822400000,14/04/2020,Leitrim,Connacht,32044,43,3,4,3
1586822400000,14/04/2020,Limerick,Munster,194899,307,22,18,19
1586822400000,14/04/2020,Longford,Leinster,40873,77,8,7,6
1586822400000,14/04/2020,Louth,Leinster,128884,350,114,52,35
1586822400000,14/04/2020,Mayo,Connacht,130507,249,33,18,16
1586822400000,14/04/2020,Meath,Leinster,195044,405,36,39,30
1586822400000,14/04/2020,Monaghan,Ulster,61386,161,14,22,14
1586822400000,14/04/2020,Offaly,Leinster,77961,163,13,10,12
1586822400000,14/04/2020,Roscommon,Connacht,64544,57,7,6,5
1586822400000,14/04/2020,Sligo,Connacht,65535,66,4,7,5
1586822400000,14/04/2020,Tipperary,Munster,159553,251,14,17,16
1586822400000,14/04/2020,Waterford,Munster,116176,101,11,9,6
1586822400000,14/04/2020,Westmeath,Leinster,88770,309,51,32,24
1586822400000,14/04/2020,Wexford,Leinster,149722,71,10,6,6
1586822400000,14/04/2020,Wicklow,Leinster,142425,375,33,34,24
1586908800000,15/04/2020,Carlow,Leinster,56932,59,0,5,6
1586908800000,15/04/2020,Cavan,Ulster,76176,345,35,33,28
1586908800000,15/04/2020,Clare,Munster,118817,136,17,10,10
1586908800000,15/04/2020,Cork,Munster,542868,945,29,55,63
1586908800000,15/04/2020,Donegal,Ulster,159192,352,32,29,30
1586908800000,15/04/2020,Dublin,Leinster,1347359,6567,230,376,385
1586908800000,15/04/2020,Galway,Connacht,258058,266,6,15,15
1586908800000,15/04/2020,Kerry,Munster,147707,254,8,12,16
1586908800000,15/04/2020,Kildare,Leinster,222504,621,54,59,47
1586908800000,15/04/2020,Kilkenny,Leinster,99232,179,6,12,12
1586908800000,15/04/2020,Laois,Leinster,84697,139,6,13,13
1586908800000,15/04/2020,Leitrim,Connacht,32044,46,3,3,3
1586908800000,15/04/2020,Limerick,Munster,194899,343,36,26,22
1586908800000,15/04/2020,Longford,Leinster,40873,79,2,7,5
1586908800000,15/04/2020,Louth,Leinster,128884,384,34,59,38
1586908800000,15/04/2020,Mayo,Connacht,130507,259,10,20,15
1586908800000,15/04/2020,Meath,Leinster,195044,421,16,26,31
1586908800000,15/04/2020,Monaghan,Ulster,61386,166,5,14,14
1586908800000,15/04/2020,Offaly,Leinster,77961,171,8,9,12
1586908800000,15/04/2020,Roscommon,Connacht,64544,61,4,4,5
1586908800000,15/04/2020,Sligo,Connacht,65535,69,3,6,5
1586908800000,15/04/2020,Tipperary,Munster,159553,270,19,17,17
1586908800000,15/04/2020,Waterford,Munster,116176,102,1,7,6
1586908800000,15/04/2020,Westmeath,Leinster,88770,318,9,28,24
1586908800000,15/04/2020,Wexford,Leinster,149722,76,5,7,7
1586908800000,15/04/2020,Wicklow,Leinster,142425,384,9,22,21
1586995200000,16/04/2020,Carlow,Leinster,56932,69,10,5,7
1586995200000,16/04/2020,Cavan,Ulster,76176,353,8,33,26
1586995200000,16/04/2020,Clare,Munster,118817,151,15,13,9
1586995200000,16/04/2020,Cork,Munster,542868,979,34,50,57
1586995200000,16/04/2020,Donegal,Ulster,159192,369,17,24,29
1586995200000,16/04/2020,Dublin,Leinster,1347359,6934,367,361,397
1586995200000,16/04/2020,Galway,Connacht,258058,273,7,12,15
1586995200000,16/04/2020,Kerry,Munster,147707,256,2,10,14
1586995200000,16/04/2020,Kildare,Leinster,222504,684,63,58,50
1586995200000,16/04/2020,Kilkenny,Leinster,99232,188,9,8,10
1586995200000,16/04/2020,Laois,Leinster,84697,147,8,10,12
1586995200000,16/04/2020,Leitrim,Connacht,32044,46,0,2,2
1586995200000,16/04/2020,Limerick,Munster,194899,382,39,32,23
1586995200000,16/04/2020,Longford,Leinster,40873,83,4,5,5
1586995200000,16/04/2020,Louth,Leinster,128884,406,22,57,39
1586995200000,16/04/2020,Mayo,Connacht,130507,273,14,19,15
1586995200000,16/04/2020,Meath,Leinster,195044,461,40,31,33
1586995200000,16/04/2020,Monaghan,Ulster,61386,170,4,8,13
1586995200000,16/04/2020,Offaly,Leinster,77961,177,6,9,10
1586995200000,16/04/2020,Roscommon,Connacht,64544,74,13,8,7
1586995200000,16/04/2020,Sligo,Connacht,65535,70,1,3,4
1586995200000,16/04/2020,Tipperary,Munster,159553,283,13,15,17
1586995200000,16/04/2020,Waterford,Munster,116176,110,8,7,7
1586995200000,16/04/2020,Westmeath,Leinster,88770,332,14,25,22
1586995200000,16/04/2020,Wexford,Leinster,149722,85,9,8,7
1586995200000,16/04/2020,Wicklow,Leinster,142425,391,7,16,21
1587081600000,17/04/2020,Carlow,Leinster,56932,71,2,4,6
1587081600000,17/04/2020,Cavan,Ulster,76176,386,33,25,25
1587081600000,17/04/2020,Clare,Munster,118817,153,2,11,9
1587081600000,17/04/2020,Cork,Munster,542868,1028,49,37,54
1587081600000,17/04/2020,Donegal,Ulster,159192,376,7,19,27
1587081600000,17/04/2020,Dublin,Leinster,1347359,7379,445,347,409
1587081600000,17/04/2020,Galway,Connacht,258058,283,10,8,15
1587081600000,17/04/2020,Kerry,Munster,147707,262,6,5,13
1587081600000,17/04/2020,Kildare,Leinster,222504,763,79,65,58
1587081600000,17/04/2020,Kilkenny,Leinster,99232,197,9,8,10
1587081600000,17/04/2020,Laois,Leinster,84697,168,21,12,14
1587081600000,17/04/2020,Leitrim,Connacht,32044,47,1,1,2
1587081600000,17/04/2020,Limerick,Munster,194899,384,2,26,21
1587081600000,17/04/2020,Longford,Leinster,40873,88,5,4,6
1587081600000,17/04/2020,Louth,Leinster,128884,405,-1,18,37
1587081600000,17/04/2020,Mayo,Connacht,130507,312,39,21,18
1587081600000,17/04/2020,Meath,Leinster,195044,500,39,32,36
1587081600000,17/04/2020,Monaghan,Ulster,61386,174,4,4,12
1587081600000,17/04/2020,Offaly,Leinster,77961,187,10,8,10
1587081600000,17/04/2020,Roscommon,Connacht,64544,76,2,6,6
1587081600000,17/04/2020,Sligo,Connacht,65535,76,6,3,4
1587081600000,17/04/2020,Tipperary,Munster,159553,292,9,14,17
1587081600000,17/04/2020,Waterford,Munster,116176,112,2,4,6
1587081600000,17/04/2020,Westmeath,Leinster,88770,358,26,16,24
1587081600000,17/04/2020,Wexford,Leinster,149722,98,13,9,8
1587081600000,17/04/2020,Wicklow,Leinster,142425,437,46,21,25
1587168000000,18/04/2020,Carlow,Leinster,56932,78,7,6,6
1587168000000,18/04/2020,Cavan,Ulster,76176,401,15,19,26
1587168000000,18/04/2020,Clare,Munster,118817,160,7,8,9
1587168000000,18/04/2020,Cork,Munster,542868,1047,19,34,45
1587168000000,18/04/2020,Donegal,Ulster,159192,383,7,10,23
1587168000000,18/04/2020,Dublin,Leinster,1347359,7666,287,366,380
1587168000000,18/04/2020,Galway,Connacht,258058,294,11,9,14
1587168000000,18/04/2020,Kerry,Munster,147707,268,6,5,10
1587168000000,18/04/2020,Kildare,Leinster,222504,817,54,65,59
1587168000000,18/04/2020,Kilkenny,Leinster,99232,206,9,9,10
1587168000000,18/04/2020,Laois,Leinster,84697,170,2,10,12
1587168000000,18/04/2020,Leitrim,Connacht,32044,49,2,1,2
1587168000000,18/04/2020,Limerick,Munster,194899,401,17,19,21
1587168000000,18/04/2020,Longford,Leinster,40873,91,3,4,5
1587168000000,18/04/2020,Louth,Leinster,128884,437,32,18,35
1587168000000,18/04/2020,Mayo,Connacht,130507,332,20,24,20
1587168000000,18/04/2020,Meath,Leinster,195044,513,13,31,32
1587168000000,18/04/2020,Monaghan,Ulster,61386,187,13,7,13
1587168000000,18/04/2020,Offaly,Leinster,77961,190,3,6,8
1587168000000,18/04/2020,Roscommon,Connacht,64544,91,15,10,7
1587168000000,18/04/2020,Sligo,Connacht,65535,78,2,3,5
1587168000000,18/04/2020,Tipperary,Munster,159553,300,8,10,14
1587168000000,18/04/2020,Waterford,Munster,116176,113,1,4,6
1587168000000,18/04/2020,Westmeath,Leinster,88770,369,11,17,22
1587168000000,18/04/2020,Wexford,Leinster,149722,100,2,8,7
1587168000000,18/04/2020,Wicklow,Leinster,142425,444,7,20,25
1587254400000,19/04/2020,Carlow,Leinster,56932,79,1,3,5
1587254400000,19/04/2020,Cavan,Ulster,76176,403,2,17,23
1587254400000,19/04/2020,Clare,Munster,118817,164,4,4,8
1587254400000,19/04/2020,Cork,Munster,542868,1053,6,25,39
1587254400000,19/04/2020,Donegal,Ulster,159192,392,9,8,18
1587254400000,19/04/2020,Dublin,Leinster,1347359,7781,115,282,335
1587254400000,19/04/2020,Galway,Connacht,258058,294,0,7,11
1587254400000,19/04/2020,Kerry,Munster,147707,268,0,4,7
1587254400000,19/04/2020,Kildare,Leinster,222504,822,5,46,54
1587254400000,19/04/2020,Kilkenny,Leinster,99232,210,4,7,9
1587254400000,19/04/2020,Laois,Leinster,84697,177,7,10,11
1587254400000,19/04/2020,Leitrim,Connacht,32044,54,5,3,3
1587254400000,19/04/2020,Limerick,Munster,194899,409,8,9,21
1587254400000,19/04/2020,Longford,Leinster,40873,94,3,4,5
1587254400000,19/04/2020,Louth,Leinster,128884,469,32,21,37
1587254400000,19/04/2020,Mayo,Connacht,130507,335,3,21,20
1587254400000,19/04/2020,Meath,Leinster,195044,522,9,20,26
1587254400000,19/04/2020,Monaghan,Ulster,61386,199,12,10,11
1587254400000,19/04/2020,Offaly,Leinster,77961,195,5,6,7
1587254400000,19/04/2020,Roscommon,Connacht,64544,91,0,6,6
1587254400000,19/04/2020,Sligo,Connacht,65535,93,15,8,6
1587254400000,19/04/2020,Tipperary,Munster,159553,306,6,8,12
1587254400000,19/04/2020,Waterford,Munster,116176,117,4,2,5
1587254400000,19/04/2020,Westmeath,Leinster,88770,377,8,15,20
1587254400000,19/04/2020,Wexford,Leinster,149722,114,14,10,8
1587254400000,19/04/2020,Wicklow,Leinster,142425,446,2,18,18
1587340800000,20/04/2020,Carlow,Leinster,56932,80,1,3,4
1587340800000,20/04/2020,Cavan,Ulster,76176,430,27,15,25
1587340800000,20/04/2020,Clare,Munster,118817,165,1,4,7
1587340800000,20/04/2020,Cork,Munster,542868,1077,24,16,35
1587340800000,20/04/2020,Donegal,Ulster,159192,416,24,13,17
1587340800000,20/04/2020,Dublin,Leinster,1347359,7905,124,175,294
1587340800000,20/04/2020,Galway,Connacht,258058,309,15,9,10
1587340800000,20/04/2020,Kerry,Munster,147707,268,0,2,6
1587340800000,20/04/2020,Kildare,Leinster,222504,851,29,29,49
1587340800000,20/04/2020,Kilkenny,Leinster,99232,216,6,6,7
1587340800000,20/04/2020,Laois,Leinster,84697,185,8,6,10
1587340800000,20/04/2020,Leitrim,Connacht,32044,55,1,3,2
1587340800000,20/04/2020,Limerick,Munster,194899,415,6,10,19
1587340800000,20/04/2020,Longford,Leinster,40873,101,7,4,5
1587340800000,20/04/2020,Louth,Leinster,128884,489,20,28,36
1587340800000,20/04/2020,Mayo,Connacht,130507,339,4,9,18
1587340800000,20/04/2020,Meath,Leinster,195044,539,17,13,24
1587340800000,20/04/2020,Monaghan,Ulster,61386,220,21,15,10
1587340800000,20/04/2020,Offaly,Leinster,77961,198,3,4,7
1587340800000,20/04/2020,Roscommon,Connacht,64544,91,0,5,6
1587340800000,20/04/2020,Sligo,Connacht,65535,97,4,7,5
1587340800000,20/04/2020,Tipperary,Munster,159553,320,14,9,12
1587340800000,20/04/2020,Waterford,Munster,116176,119,2,2,4
1587340800000,20/04/2020,Westmeath,Leinster,88770,386,9,9,18
1587340800000,20/04/2020,Wexford,Leinster,149722,137,23,13,11
1587340800000,20/04/2020,Wicklow,Leinster,142425,463,17,9,17
1587427200000,21/04/2020,Carlow,Leinster,56932,84,4,2,4
1587427200000,21/04/2020,Cavan,Ulster,76176,466,36,22,22
1587427200000,21/04/2020,Clare,Munster,118817,187,22,9,10
1587427200000,21/04/2020,Cork,Munster,542868,1087,10,13,24
1587427200000,21/04/2020,Donegal,Ulster,159192,431,15,16,16
1587427200000,21/04/2020,Dublin,Leinster,1347359,8216,311,183,268
1587427200000,21/04/2020,Galway,Connacht,258058,315,6,7,8
1587427200000,21/04/2020,Kerry,Munster,147707,271,3,1,4
